id, title, author, score, views, favors, isTutorial
post_217449,Altergaze: виртуальная реальность для вашего смартфона,WaveCut,+37,16159,37,0
post_216941,FireChat: Первый Mesh мессенджер,shifttstas,+37,23272,88,0
post_216879,Мобильный клиент для Яндекс-Метрики,poimtsev,+37,6706,44,0
post_215799,Исправительные колонии — новая кузница кадров IT-специалистов?,Meklon,+37,23777,32,0
post_215455,Первый UHD-монитор Samsung U28D590 уже в продаже,flyant,+37,43793,46,0
post_217801,YAWNDB — time series база данных,p_a,+36,5363,48,0
post_217675,Обзор паяльной станции BAKU 898D,lionsitroen,+36,20189,125,0
post_217539,В MIT разработали надувную антенну для миниатюрных спутников CubeSat,ilya42,+36,12361,25,0
post_217235,Австралийские акулы предупреждают о своём приближении к берегу через Твиттер,ilya42,+36,12043,11,0
post_217097,IRS: Bitcoin не валюта comma  а имущество comma  будьте добры comma  уплатите налоги,FilegiverCom,+36,26834,29,0
post_216629,Ошибки Android интерфейса Twitter,Tishka17,+36,9821,52,0
post_216751,«HTTP Strict-Transport-Security» или как обезопасить себя от атак «man-in-the-middle» и заставить браузер всегда использовать HTTPS,foboss,+36,10361,178,0
post_216157,Единорог заинтересовался микромиром,Andrey2008,+36,8904,18,0
post_216121,CubeStormer 3 собирает «Кубик Рубика» за 3 секунды,marks,+36,33410,50,0
post_216093,Freescale уменьшила размеры самого маленького в мире микроконтроллера на архитектуре ARM,Mysterious,+36,18683,51,0
post_215353,Собираем карманный лазер,orangeSky,+36,32101,238,0
post_215075,Смартфон или диктофон: что удобнее?,FaridKarimov,+36,26886,29,0
post_217631,Python-digest #20. Новости comma  интересные проекты comma  статьи и интервью [23 марта 2014 — 30 марта 2014],alrusdi,+35,5549,79,0
post_217415,Гиковский букет ромашек,igofed,+35,30358,67,0
post_216771,New York Times: у NSA был доступ к серверному оборудованию Huawei в течение нескольких лет,marks,+35,19986,16,0
post_216263,Логика мышления. Часть 12. Следы памяти,AlexeyR,+35,12667,210,0
post_216173,Samba4 в роли AD + файловый сервер,AbyssMoon,+35,14883,448,1
post_216025,Первоначальная концепция космического корабля «Аполлон» фирмы North American Aviation comma  Inc,sergewatkins,+35,15747,36,0
post_215605,Паттерны для новичков: MVC vs MVP vs MVVM,Cydoor,+35,26704,382,0
post_215653,Используем nginx comma  docker comma  skydns и skydock для обновления кода на лету (zero-downtime deployment),8protons,+35,6015,199,0
post_215459,Google запустила Add-ons для Google Docs и Sheets,marvel,+35,8843,64,0
post_215133,Python-digest #17. Новости comma  интересные проекты comma  статьи и интервью [2 марта 2014 — 9 марта 2014],alrusdi,+35,8181,99,0
post_214755,Использование DSP звуковой платы SB Live! на пользу радиолюбителей (KX Driver's) — Часть [1/2],UA3MQJ,+35,13790,92,0
post_217731,Массовый релиз продуктов .NET,beenom,+34,11389,27,0
post_217715,Порталы нежити в Android,d1g1,+34,18724,95,0
post_217751,Яндекс почистил DNS view для AAAA-записей,ivlad,+34,9382,13,0
post_217437,Свой http-сервер менее чем в 40 строк кода на libevent и C++11,NYM,+34,17946,196,1
post_214011,Погодная станция на Ethernet (HTTP+Modbus) с питанием по POE,krotos139,+34,15512,226,0
post_216975,Telegram: 35 миллионов активных пользователей comma  8 миллиардов сообщений за месяц,aleksandrit,+34,29578,24,0
post_217055,Логика мышления. Часть 17. Реляционная модель данных,AlexeyR,+34,9798,177,0
post_216641,Быстрый gzip на javascript для браузера и node.js,Varnak,+34,6567,69,0
post_216319,Памятка по составлению ИТ-бюджета,ikormachev,+34,22549,480,0
post_215227,Простой мониторинг нагрузки на сервер в реальном времени с веб-интерфейсом,globik,+34,20461,376,0
post_217661,Технологии научной фантастики: варп (Звёздный путь),Verglii,+33,29349,100,0
post_217243,Пищевой 3D принтер Foodini за 1000 евро собирает средства на Kickstarter,ni404,+33,33689,38,0
post_216409,Логика мышления. Часть 14. Гиппокамп,AlexeyR,+33,11929,213,0
post_213805,Лямбда-выражения в Java 8 — Простые примеры того comma  как они могут облегчить вашу жизнь,complete_unknown,+33,20244,219,0
post_215977,COOLRF: доступные тонкие кнопки для «Умного дома»,webself,+33,39520,290,0
post_215509,Мониторинг событий информационной безопасности с помощью ZABBIX,VladimirShpakovskiy,+33,17433,361,0
post_217883,hlpme.ru — сервис безвозмездных услуг,karaboz,+32,14085,61,0
post_217803,Людям нужна не дрель comma  а картина на стене,ArtyV,+32,18309,114,0
post_217599,Разбираем IBOX comma  еще один ARM-мини-ПК,webself,+32,33246,81,0
post_217537,Дайджест интересных материалов из мира веб-разработки и IT за последнюю неделю №102 (23 — 29 марта 2014),alexzfort,+32,21207,184,0
post_217515,lodash (underscore) — знай свою стандартную библиотеку,zag2art,+32,10429,188,0
post_216977,Обама подготовил законопроект о прекращении полной записи разговоров граждан,aleksandrit,+32,13658,15,0
post_216943,Как мы делали остров Хозяйки Медной Горы,TeamMRG,+32,18406,52,0
post_216953,Новым CEO Mozilla стал создатель JavaScript Брендан Айк,aleksandrit,+32,10252,14,0
post_216681,И дали роботу руку comma  и научили пользоваться ею,Seredin,+32,12468,52,0
post_216369,Основы Fibre Channel,kabal375,+32,9241,219,0
post_216359,Виртуальная реальность от Sony,alizar,+32,25985,34,0
post_216115,IT + образование. Еще раз о бакалавриате,Ankuzik,+32,21268,93,0
post_216023,Взламываем беспроводное управление светом nooLite,evgeny_boger,+32,11294,187,0
post_216001,Просим Вконтакте напомнить про пельмешки,tenoclock,+32,33584,198,0
post_215691,Автоматизация тестовой инфраструктуры в Поиске,valyukov,+32,3378,32,0
post_215507,Разбираем внешние аккумуляторы Gmini,vilianov,+32,33118,97,0
post_217877,Что ждет IntelliJ IDEA впереди?,beenom,+31,13684,27,0
post_217609,Немецкие учёные измерили массу электрона в 13 раз точнее comma  чем раньше,ilya42,+31,16852,17,0
post_217475,Самая мощная ракета-носитель в мире: видео модели процесса сборки SLS,marks,+31,17914,26,0
post_216767,Учебная/игровая программа расчета полезной нагрузки ракеты с учетом нескольких ступеней и гравитационных потерь,lozga,+31,11286,80,0
post_216583,Миниатюрный HD-видеотранслятор на виртурилке: тесты в сетях 3G и 4G,Realizator,+31,20321,90,0
post_216815,В LA Times новость о землетрясении написал робот,alizar,+31,28241,26,0
post_216723,Mozilla изменяет дизайн Firefox: пробуем Firefox 29 beta,marks,+31,43035,27,0
post_216631,Предполагаемый размер базы транзакций Bitcoin,sferrka,+31,12479,30,0
post_216177,Как я сделал USB-МФУ беспроводным,disik,+31,26921,184,0
post_216231,Дориан/Сатоши Накамото выступил с официальным обращением: «Я не имею никакого отношения к Bitcoin»,marks,+31,26401,17,0
post_215701,Логика мышления. Часть 11. Динамические нейронные сети. Ассоциативность,AlexeyR,+31,9573,226,0
post_208680,Пишем веб сервис на Go (часть первая),M0sTH8,+31,9167,176,1
post_215143,Норвежский провайдер выдавал в браузере номер телефона клиента по IP,marks,+31,19909,18,0
post_215027,Ошибки Android интерфейса Evernote,Tishka17,+31,12183,72,0
post_215047,Необычный способ получения ваших паспортных данных хостингом,RedQuark,+31,17973,22,0
post_217019,Первопроходцы: детектор антисоциального поведения на базе видеоаналитики,blackcat87,+30,11516,46,0
post_216791,Прощай квадрокоптер или будьте осторожны с летательными аппаратами,mottoman,+30,45062,54,0
post_216181,Веб-приложение на C++ comma  или укрощение демона FastCGI,nickalie,+30,8107,131,0
post_216099,QuisyReader,c4boomb,+30,22263,232,0
post_215967,Вскрытие Meizu MX3,meizu,+30,28813,32,0
post_214425,Пишем веб сервис на Go (часть вторая),M0sTH8,+30,6347,150,1
post_215019,Закончился первый этап общественных консультаций по реформе авторского права при Еврокомиссии,sardarbinyan,+30,10195,17,0
post_217951,Компания Festo создала новый тип ветрогенератора,marks,+29,32245,51,0
post_217745,В Гарварде изобрели эластичный прозрачный громкоговоритель из гидрогеля,ilya42,+29,10776,26,0
post_217419,Национальная платёжная система: что это значит для вас comma  и когда конкретно паниковать,plutsik,+29,27658,81,0
post_217287,Microsoft наконец-то представила Office для iPad,saibaneko,+29,27139,11,0
post_217143,Примеры использования asyncio: HTTPServer?!,Alesh,+29,4413,74,0
post_216831,Анализ дружеских связей VK с помощью Wolfram Mathematica,Himura,+29,16293,140,0
post_216435,Сравниваем производительность reflection в JDK8 и JDK7,SerCe,+29,17179,77,0
post_216237,Концепт приложения Pocket для Windows,krokhmalyuk,+29,4471,35,0
post_216055,Немецкая компания разрабатывает самообучающиеся манипуляторы а-ля «Doc Ock»,marks,+29,15885,31,0
post_215789,Анимированные графики в R (и немного про бифуркацию comma  хаос и аттракторы),kxx,+29,8972,94,0
post_215613,О роли _албанского в тестировании,stricky,+29,6565,25,0
post_215295,Подсчет статистики загрузок в Google Analytics,fuCtor,+29,4375,97,1
post_215177,Радиоуправляемый выключатель своими руками. Часть 3 — Софт выключателя,avstepanov,+29,24371,359,1
post_215111,Исполнение SSH-команд на сотнях серверов с помощью Go,youROCK,+29,9980,95,0
post_214933,Fast app resume для Windows Phone 8,Atreides07,+29,3981,45,0
post_214959,Фотобанк Getty Images открыл бесплатный доступ к 35 млн фотографий,alizar,+29,19678,146,0
post_217319,Библиотека компьютерного зрения CCV 0.6 с новым классификатором изображений,alizar,+28,10461,163,0
post_217183,Перевод и озвучание ролика MARS ONE WAY,mad_online,+28,16891,51,0
post_217091,HTC One M8 анонсирован,driverx18,+28,25571,16,0
post_216911,Камеру comma  побывавшую на Луне и вернувшуюся на Землю comma  продали на аукционе за 660 тысяч евро,marks,+28,13115,17,0
post_216851,Управляем машинкой через Bluetooth с планшета или телефона под Android,rstepanov,+28,17543,218,0
post_216589,Oculus выпускает новый DevKit Oculus Rift за 350$,AbyssMoon,+28,17531,36,0
post_216537,MNP: Как все устроено*,Barabek,+28,12572,87,0
post_216469,AngularJS — разделение приложения на модули и загрузка компонентов с помощью RequireJS,tuchk4,+28,7056,195,0
post_216451,Пишем UI системы RealTime мониторинга на typescript,SychevIgor,+28,5362,90,0
post_216427,Unreal Engine 4 теперь доступен для всех,Alexsey,+28,24135,70,0
post_216405,The Washington Post: NSA «пишет» 100% всех звонков неназванной страны,marks,+28,17558,20,0
post_214913,Play! Lift! Srsly?,Caiiiycuk,+28,8606,99,1
post_216065,Конференции Рунета 2014 года,media_magnit,+28,7338,47,0
post_215785,НАСА объявило конкурс компьютерных алгоритмов,alizar,+28,12830,45,0
post_215517,Работа в Дубае (начало пути),evalexdy,+28,35651,135,0
post_215391,OpenFOAM на практике,pak63,+28,3280,64,0
post_215315,От регионального к межконтинентальному CodeFest 2014,kudzev,+28,2351,15,0
post_217033,Он-лайн мониторинг общественного транспорта: версия Яндекса,AlexanderAnisimov,+27,12863,44,0
post_215991,λ-исчисление. Часть вторая: практика,AveNat,+27,8205,183,1
post_216959,GamesJamKanobu закончен. Победители объявлены,soulburner,+27,8121,33,0
post_216839,Цвета и разница между ними в LESS / Sass,garex,+27,10823,185,0
post_216483,CryEngine становится доступен по модели Engine-as-a-Service,Alexsey,+27,15242,40,0
post_216429,Epic выпустили Unreal Engine 4 с исходниками по подписке за $19,strobegen,+27,20605,48,0
post_216311,Volvo предлагает модифицировать дорожное полотно для беспилотных автомобилей,alizar,+27,23073,31,0
post_216211,Cubietruck. Практические применения,ntfs1984,+27,17737,188,0
post_215599,Реализация алгоритма Дойча на языке Haskell,Darkus,+27,5733,93,0
post_214545,Пластиковый револьвер: когда одного ствола мало,MagisterLudi,+27,31926,37,0
post_215443,DesignSpark Mechanical: Моделируем полезную коробочку Безвозмездно (то есть даром),AlexLysenko,+27,11475,167,1
post_215327,Sony Xperia Z2 – hands-on превью,orange303,+27,29981,19,0
post_215313,Взаимодействие сканеров уязвимостей с Metasploit. Часть 1,Storchak,+27,8602,244,1
post_215207,Суперкомпьютер IBM Watson научился создавать собственные рецепты блюд,marks,+27,18957,34,0
post_217999,ПО для монтажа и сборки нелинейного интерактивного кино,aureliano_b,+26,11047,126,0
post_217779,Эмуляция нажатия мультимедийных клавиш в Windows comma  Linux и Mac OS X,snasoft,+26,6024,100,0
post_217773,LUA в nginx: лапшакод в стиле inline php,AterCattus,+26,5710,61,0
post_217571,3DO или потерянное звено,Just_Wah,+26,15522,27,0
post_217431,Ежемесячный дайджест интересных IT-проектов на Kickstarter №2,Nikita_Rogatnev,+26,24909,37,0
post_217345,Квадрокоптер на базе AeroQuad Open Source project,GMaksim2008,+26,13396,227,0
post_216495,Intel INDE,Terror,+26,4534,31,0
post_216687,Биржа Mt. Gox объявила об обнаружении более 100 миллионов долларов пользовательских средств на собственном кошельке,marks,+26,23538,16,0
post_216633,Логика мышления. Часть 15. Консолидация памяти,AlexeyR,+26,8278,188,0
post_216553,ВКонтакте API для .Net,azhidkov,+26,9232,116,0
post_216527,Правиряйте по словарю напесание слов,Epoha3004,+26,10827,26,0
post_216473,Отладка Android CMake проекта по-взрослому,Dipp,+26,4652,135,0
post_216301,Логика мышления. Часть 13. Ассоциативная память,AlexeyR,+26,11934,233,0
post_215981,Квантовая схемотехника: некоторые приёмы и техники,Darkus,+26,12350,102,0
post_216095,Отладочная плата STM32F429I и GPS модуль. Получаем детальную информацию о спутниках,czuryk,+26,8923,133,1
post_216005,Совершенство интернет-технологий или одна жизнь в офлайне — взгляд из прошлого,worldaround,+26,16044,55,0
post_215843,Google Docs Add-on. Расширяем возможности редактора Google Docs,alex_baran,+26,7318,111,0
post_215837,Документирование в разработке ПО,Redlady,+26,10180,187,0
post_215413,Инкапсуляция CSS-стилей — Часть 1. Проблема,avrelian,+26,11921,201,0
post_215307,Hadoop comma  часть 3: Pig comma  обработка данных,fortyseven,+26,5366,91,1
post_215253,Satoshi/Dorian Nakamoto получил пожертвования в размере 28 тысяч долларов в качестве компенсации за внимание журналистов,marks,+26,22450,12,0
post_217949,Тестирование конвертеров шрифтов,Softlink,+25,3595,151,0
post_217843,Обзор Motorola Defy Pro – защищенного ретро-смартфона с QWERTY-клавиатурой,alexeystar,+25,15188,21,0
post_216905,Приложение comma  которое помогает избегать нежелательных лиц,AndreyOsin,+25,23726,50,0
post_214955,Бот для DirectX-аркады. Часть №1: устанавливаем контакт,DrReiz,+25,13005,174,1
post_216465,Использование проявщика RAWTherapee в прикладных задачах фотолюбителя,MisterSpock,+25,6782,110,0
post_215759,«Народная» камера высокого разрешения HiRISE на Mars Reconnaissance Orbiter получила HD-снимок марсианского кратера,marks,+25,15263,21,0
post_215573,Поднимаем контроллер домена на Ubuntu Server,Chronas,+25,20143,469,1
post_215559,Valve открыла исходники транслятора Direct3D в OpenGL,Shekeen,+25,13515,40,0
post_215265,Обновление iOS 7.1 c CarPlay,MrMixOFF,+25,43331,10,0
post_215239,IBOX — еще один ARM-мини-ПК,webself,+25,32869,102,0
post_214285,Шаблоны проектирования PHP. Часть 1. Порождающие,Webtoucher,+25,18514,491,0
post_214997,Серьезное проектирование серьезного магазина. Часть 2. Модули интернет-магазина,SECL,+25,29174,793,1
post_214987,Mars One: билет на Марс в один конец. Пять добровольцев рассказывают о причинах выбора,marks,+25,34723,39,0
post_217015,История Samsung Electronics: От сушеной рыбы до высоких технологий,ivansychev,+24,17517,45,0
post_217763,Персональный оазис на офисном столе,ilya42,+24,13826,77,0
post_217619,Cubietruck & Raspberry Pi & Arduino,ntfs1984,+24,13603,140,0
post_216969,Учимся бороться с ëÒÁËÏÚÑÂÒÙ,evil_factory,+24,24796,141,0
post_216853,Шлюз между IRC и Google Hangouts,Acid_Jack,+24,4280,40,0
post_216843,Начинаем изучать Cortex-M на примере STM32,ezh213b,+24,8550,197,1
post_216361,Как я выбирал «умные» часы: Omate TrueSmart vs ZGPAX S5,MaxVed,+24,14495,48,0
post_216627,Билеты на AppSummit — iOS comma  Android comma  Windows и бизнес на приложениях,mixen,+24,2588,9,0
post_216029,Отладка кода Ардуино в кристалле,Sermus,+24,7716,127,0
post_216235,Священная корова comma  карма и усы: как и почему индусы неравнодушны к ИБ,AlexandrPolyakov,+24,13008,34,0
post_212519,Arduino и аквариум,iByte,+24,13813,130,0
post_215675,Rails 4. Гибкая разработка веб-приложений,idpiter,+24,8360,120,0
post_215585,Сетевые детективы: ищем причины скачков трафика и нагрузки,AVrublev,+24,13707,147,1
post_215537,Новинки MWC и мобильные тренды,TeamMRG,+24,9766,15,0
post_215477,iOS Development Gems в AppCode,krokhmalyuk,+24,3065,58,1
post_215475,Состоялась дуэль между Тимо Болль (Timo Boll) и роботом рукой Kuka,awarebeaver,+24,36102,35,0
post_211086,Symfony CMF. Часть 2 и последняя,waitekk,+24,5851,129,0
post_215099,Использование DSP звуковой платы SB Live! на пользу радиолюбителей (KX Driver's) — Часть [2/2],UA3MQJ,+24,6634,39,0
post_215203,Поддержка .NET на базе IntelliJ — реальность?,VISTALL,+24,9817,33,0
post_215161,Дизайн и архитектура в ФП. Часть 2,graninas,+24,5972,108,0
post_214951,Реализация алгоритма BFS на GPU,ALEX_k_s,+24,4959,75,0
post_216789,Дайджест KolibriOS #3: начало весны,Punk_Joker,+23,3890,12,0
post_215269,История игровых приставок в рекламе. Часть 3,ivansychev,+23,12760,52,0
post_217333,Еще раз об утечке атомов и баге VCL,MacIn,+23,3522,28,0
post_217021,Viz — Новый модуль 3D визуализации в библиотеке OpenCV,Nerei,+23,4479,75,0
post_217361,Республиканцы США издали законопроект о сохранении контроля над системой доменных имен,webnames,+23,9135,16,0
post_217247,Долгожданное обновление Google Music,SeriyLis,+23,20133,20,0
post_217013,Игровые конференции,TeamMRG,+23,4652,44,0
post_217137,Опубликован единый рейтинг веб-студий 2014,Terekhov,+23,14892,92,0
post_217069,Глазами абонентов. Рейтинг мобильных операторов за февраль 2014. Мегафон — первый comma  МТС — последний по скорости,AProkopenko,+23,14185,13,0
post_217035,TellSpec: определяем компоненты блюда comma  калории и все прочее за 3 минуты,marks,+23,12884,32,0
post_217003,Человеческое тело как гаджет,sashaeve,+23,10886,30,0
post_216825,Логика мышления. Часть 16. Пакетное представление информации,AlexeyR,+23,5854,151,0
post_216743,Билд-светофор: история еще одного внедрения,Nordavind,+23,13552,24,0
post_216787,Детали о проекте неттопа LXBOX,krolix,+23,28351,97,0
post_216413,Организация вызова x86-процедур из EFI Byte Code,icbook,+23,3306,32,0
post_216455,Как программисту из России поступить в Стенфордский Университет в Калифорнии,protsyuk_ru,+23,16533,118,0
post_216135,Win 8.1 App использование HTML & WinJS,Sigura,+23,5735,124,1
post_216285,Motorola и LG готовят умные часы на ОС от Google,aleksandrit,+23,17996,27,0
post_216283,Google анонсировал SDK для носимых устройств,tehnolog,+23,7697,31,0
post_216141,Rails 4 Engines. Разработка gem'а через mountable engine — читаем логи сервера,k2m30,+23,3160,77,0
post_216103,Сравнение производительности перебора массивов в цикле через for() и foreach(),rotor,+23,15685,67,0
post_215883,Микровыпуск СДСМ. Подготовка лаборатории для мультикаст в GNS3,eucariot,+23,5056,162,1
post_215601,Есть ли жизнь после кода?,lukyanov,+23,11158,121,0
post_215693,«Шпионская» камера в Android,bejibx,+23,25745,198,0
post_215287,Логика мышления. Часть 10. Пространственная самоорганизация,AlexeyR,+23,9139,183,0
post_215501,Sony и Panasonic анонсировали «наследника» Blu-ray,marks,+23,31189,28,0
post_215335,Microsoft выпустили набор обновлений comma  март 2014,esetnod32,+23,12413,12,0
post_215361,Превращаем Zalman в Noctua (или upgrade вентилятора),Pagliaccio,+23,27114,68,0
post_215283,Логика мышления. Часть 9. Паттерны нейронов-детекторов. Обратная проекция,AlexeyR,+23,7239,205,0
post_218035,Опрос: каким должно быть дополнительное образование?,avsmal,+22,9088,52,0
post_217683,Занятные факты о потерях данных,Ramon,+22,10172,39,0
post_215961,Обзор роботов для настольных игр,ivansychev,+22,7043,29,0
post_217317,Алгоритмы обработки видео на процессоре TI DM368,vadshe,+22,6742,74,0
post_217507,Dripstat — сервис мониторинга производительности JVM или MMO игра?,icepro,+22,12367,52,0
post_217483,Испанский остров полностью перейдет на альтернативные источники энергии к концу года,marks,+22,9459,24,0
post_217387,Cocos2D-X и чтобы легко на всех устройствах,reenboog,+22,4694,95,1
post_217377,Поиск людей на фотографиях на Android с помощью OpenCV,gektor650,+22,8412,134,0
post_217193,3d местность на 3d принтере,MagisterLudi,+22,11983,33,0
post_217171,Portal портируют на Android,marks,+22,10243,16,0
post_217063,Smart Bulb от LG,FilegiverCom,+22,15801,45,0
post_216961,Google Now появился в Chrome на Windows и Mac,aleksandrit,+22,21809,30,0
post_216615,Cubieboard A10. Учимся управлять системой с пульта дистанционного управления,dimka-exe,+22,6119,100,0
post_216037,Git и Visual Studio: как правильно приготовить,ahriman,+22,10304,147,0
post_216011,Умные часы Sony Smartwatch 2 SW2,aik,+22,25520,49,0
post_215787,Коротко о новом: Samsung начинает массовое производство чипов мобильной памяти DDR3 плотностью 4 Гбит,flyant,+22,12623,16,0
post_215439,Новая версия ABBYY FineReader for Mac: не уходя в дебри сложных фич,aram_pakhchanian,+22,4805,9,0
post_204356,Objective-c блоки и c++ лямбды,HeisenbergP,+22,6038,93,1
post_215505,Новое успешное испытание Morpheus,marks,+22,10793,22,0
post_215359,Особенности выделения памяти в OpenCL,RomanArzumanyan,+22,3628,47,0
post_215331,СВЧ пассивный радиотеплолокатор в диапазоне 10 ГГц,sergeyII,+22,14469,71,0
post_217809,Исключение — твой друг,AllexIn,+21,12195,68,0
post_217653,Moai SDK 1.5 — кроссплатформенный 2д игровой движок,Vavius,+21,6622,93,0
post_217305,Модификация для «Мастера»,X4ZiM,+21,15545,39,0
post_216981,Создателям сайта с пиратскими приложениями для Android грозит 5 лет лишения свободы,aleksandrit,+21,11074,19,0
post_216167,Chromebook + Haswell = Acer C720,saul,+21,16669,22,0
post_216089,Auto-Triggered или «незаметный» VPN,ashapo,+21,10493,128,0
post_213819,Процессоры ARM? Практика. Marvel Armada XP,biz,+21,6844,33,0
post_216069,Google выпустил новую версию Google Play (4.6.16) с новой опцией парольной защиты от бесконтрольных покупок,marks,+21,14601,13,0
post_215841,Часть 2. HID устройство для вращения камеры,Kotovoin,+21,11289,104,0
post_215521,Arduino: ИК-управление бытовой техникой,Janom,+21,8397,164,0
post_214225,Научно-образовательная школа МГУ,MAD_GooZe,+21,4135,50,0
post_215343,Трансформации AST — Первый шаг к тяжёлым веществам,jbaruch,+21,7248,79,0
post_215127,Pizza Hut представила концепт сенсорного стола для заказа пиццы (видео),Lonsdaleite,+21,19410,46,0
post_215089,Смартфон за 100 долларов,Shirixae,+21,28187,38,0
post_215059,Method chaining,rpz,+21,9544,53,0
post_215023,Логика мышления. Часть 7. Интерфейс человек-компьютер,AlexeyR,+21,13952,206,0
post_217923,Социальные сети в России сегодня: цифры comma  тренды comma  прогнозы,CvetKomm,+20,9771,45,0
post_217743,Математика для тестировщиков,Polazhenko,+20,8311,177,1
post_217725,Вышел COLT 2.0 с поддержкой Angular.js comma  node-webkit,codeorchestra,+20,3191,33,0
post_217625,Первый взгляд на прототип Yotaphone 2,vvzvlad,+20,19432,20,0
post_216949,Уязвимость MS Word эксплуатируется in-the-wild,esetnod32,+20,7688,24,0
post_216797,Github Education — образование и Github,Magistr_AVSH,+20,10151,96,0
post_216321,На здоровье! Десять самых интересных новинок 2014 года,ivansychev,+20,24241,62,0
post_216225,Оптимизация геометрического алгоритма обучения ИНС при анализе независимых компонент,iCubeDm,+20,1925,52,0
post_214223,ONYX C63ML Akunin Book — первая ласточка из семейства «фанбук»,Turbopascal007,+20,18480,47,0
post_214935,3d принтеры: китайские «близнецы»,MagisterLudi,+20,17778,80,0
post_215753,Двойная камера нового HTC One позволит изменять фокус уже у сделанной фотографии,marks,+20,19103,21,0
post_215097,Real-Time мониторинг сервиса на Windows Workflow Foundation с помощью StreamInsight comma  SignalR,SychevIgor,+20,2811,47,0
post_215607,AngularJS и ReactJS или как сделать ваше приложение быстрее,xGromMx,+20,8558,142,0
post_215289,Множественный выбор в QComboBox,blackmaster,+20,4234,83,1
post_215259,Операторы связи и провайдеры Украины. Немного статистики,UserSide,+20,25356,27,0
post_217911,Контролируем переполнение ячейки таблицы с помощью max-width,CyberAP,+19,6837,204,1
post_212701,NanoMMO на Go и Canvas [Сервер],TatriX,+19,18473,132,0
post_217391,Легкий старт: Spring + MongoDB,ruslanys,+19,6796,150,1
post_217381,Дружим штатную громкую связь Volvo с русскими буквами,creepfmd,+19,4735,29,0
post_217051,Программа курса «Multicore programming in Java»,IvanGolovach,+19,11905,226,0
post_216691,Как подсадить соседку на Linux comma  или немного о мандаринах в разрезе ОСей,krolix,+19,33718,66,0
post_215107,Плагин comma  добавляющий табы в QtCreator,snasoft,+19,5813,94,0
post_216471,Тестируем ARM платформу Marvel Armada XP как хостинг для Python проекта,stalkerg,+19,4456,29,0
post_216169,Взаимодействие сканеров уязвимостей с Metasploit. Часть 2,Storchak,+19,4575,178,1
post_215687,Как справиться с IA-32 кодом или особенности декодера Simics,yulyugin,+19,2591,25,0
post_216117,Бесплатный CSS3-генератор EnjoyCSS,lindorenko,+19,15041,232,0
post_215053,Кроссплатформенное приложение на Qt: Предисловие,Zifix,+19,13449,160,0
post_214985,Application Insights для Visual Studio Online — мощный инструмент диагностики в набор разработчика,ahriman,+19,3752,60,0
post_217963,Анализ и визуализация реальных табличных данных в R,avidclam,+18,2671,77,1
post_217519,Активация многопользовательского режима на вашем смартфоне с Android 4,sergeevms,+18,10391,84,0
post_217517,Полезное для Android разработчика #2,03uk,+18,5213,245,0
post_217101,Samsung объявила о выходе Chromebook 2 в мае,flyant,+18,18786,18,0
post_217151,Высоконагруженные системы: решение основных проблем,PvalMatlashov,+18,9995,137,1
post_216999,Sony Xperia Z1 Compact: протестировано на людях,dennn_podolyak,+18,14438,26,0
post_216979,Смотрите конференцию AppSummit онлайн,olgakuznet_ms,+18,1404,4,0
post_215769,Плагин для работы с Gist в Notepad++,KvanTTT,+18,3699,64,0
post_216817,Оплата со счета корпоративного или личного телефона как с банковского счёта,SlavaSokolov,+18,8938,46,0
post_216277,Python Meetup: февральская встреча,Wargaming,+18,4594,41,1
post_216685,Вопросы Джеффри Рихтеру,tangro,+18,6090,11,0
post_216561,Некоторые мысли об игростроении или как сделать банальность интереснее,Drag13,+18,15912,143,0
post_216345,Новое на PHDays IV: как взломать Gmail comma  шпионить через телевизор comma  подслушать любой телефонный разговор и уронить WordPress,ptsecurity,+18,13900,49,0
post_216101,Поднимаем VPN-туннель из мира домой в обход NAT,kvaps,+18,19824,472,0
post_216051,Sony PlayStation 4: протестировано на людях,dennn_podolyak,+18,35782,31,0
post_214485,Galileo developer kit для Internet Of Things и программа для разработчиков,izard,+18,6330,44,0
post_215001,Все проблемы Sony Xperia Z1 Compact в одном посте,v0rtex,+18,29821,35,0
post_215305,Тайпсквоттинг наоборот,webnames,+18,6625,8,0
post_213551,[User experience] Audio-Technica ANC7b — полное погружение,frag1k,+18,21579,74,0
post_215175,Firefox: улучшения панели загрузок,Infocatcher,+18,12627,48,0
post_217855,Стандарт WAI-ARIA 1.0 получил официальный статус рекомендованного W3C: чего ожидать в будущем и куда бежать уже сейчас?,Tseikovets,+17,2933,20,0
post_217523,Перевод legacy-проекта на Dependency Injection. Путь Ситха,seregamorph,+17,6427,91,1
post_217339,Запуск tmux-окна comma  адаптированного для удобной работы с Ruby on Rails,LeX_KaR,+17,4343,59,1
post_217115,Развитие накопителей,ETegro_Technologies,+17,17956,89,0
post_216795,Прогноз IHS: через 20 лет на дорогах будет 50 миллионов автономных автомобилей,ilya42,+17,10795,13,0
post_216297,Дайджест новинок гаджетов и «уток» от Madrobots #1,RoboForm,+17,25760,31,0
post_216223,Добавляем кириллицу в шрифт Source Sans Pro для Bootstrap-темы Lumen,ordorub,+17,6251,156,0
post_215855,Embarcadero покупает ERWin,alexbozhko,+17,5490,9,0
